logging: reflekt: REFLEKT CONFIGURATION:
ENABLED: false
REFLEKT META FILES FROM LIBRARIES: []
OUTPUT DIRECTORY: src/main/kotlin-gen
TO SAVE METADATA: false
REFLEKT METADATA RELATIVE PATH: null
DEPENDENCY JARS: []
_____________________________________________

logging: reflekt: PROJECT FILE PATH: null
logging: reflekt: ReflektAnalysisExtension is starting...
logging: reflekt: reflektMetaFiles []
logging: reflekt: Library invokes: ReflektInvokes(objects={}, classes={}, functions={})
logging: reflekt: [IR] REFLEKT CALL: org.jetbrains.reflekt.Reflekt.Functions.WithAnnotations.toList;
logging: reflekt: [IR] INVOKE ARGUMENTS: SignatureToAnnotations(signature=Function3<[@kotlin.ParameterName] Int, [@kotlin.ParameterName] Float?, [@kotlin.ParameterName] Set<Boolean>, List<String>>, annotations=[org.jetbrains.reflekt.test.ir.IrTestAnnotation])
logging: reflekt: RES ARGS: [kotlin.Int, kotlin.Float, kotlin.collections.Set, kotlin.collections.List]
logging: reflekt: [IR] FOUND CALL (FUNCTIONS):
CALL 'public final fun toList (): kotlin.collections.List<T of org.jetbrains.reflekt.Reflekt.Functions.WithAnnotations> declared in org.jetbrains.reflekt.Reflekt.Functions.WithAnnotations' type=kotlin.collections.List<kotlin.Function3<@[ParameterName(name = 'a')] kotlin.Int, @[ParameterName(name = 'b')] kotlin.Float?, @[ParameterName(name = 'c')] kotlin.collections.Set<kotlin.Boolean>, kotlin.collections.List<kotlin.String>>> origin=null
  $this: CALL 'public final fun withAnnotations <T> (vararg klasses: kotlin.reflect.KClass<out kotlin.Annotation>): org.jetbrains.reflekt.Reflekt.Functions.WithAnnotations<T of org.jetbrains.reflekt.Reflekt.Functions.withAnnotations> [inline] declared in org.jetbrains.reflekt.Reflekt.Functions' type=org.jetbrains.reflekt.Reflekt.Functions.WithAnnotations<kotlin.Function3<@[ParameterName(name = 'a')] kotlin.Int, @[ParameterName(name = 'b')] kotlin.Float?, @[ParameterName(name = 'c')] kotlin.collections.Set<kotlin.Boolean>, kotlin.collections.List<kotlin.String>>> origin=null
    <T>: kotlin.Function3<@[ParameterName(name = 'a')] kotlin.Int, @[ParameterName(name = 'b')] kotlin.Float?, @[ParameterName(name = 'c')] kotlin.collections.Set<kotlin.Boolean>, kotlin.collections.List<kotlin.String>>
    $this: CALL 'public final fun functions (): org.jetbrains.reflekt.Reflekt.Functions declared in org.jetbrains.reflekt.Reflekt' type=org.jetbrains.reflekt.Reflekt.Functions origin=null
      $this: GET_OBJECT 'CLASS IR_EXTERNAL_DECLARATION_STUB OBJECT name:Reflekt modality:FINAL visibility:public superTypes:[kotlin.Any]' type=org.jetbrains.reflekt.Reflekt
    klasses: VARARG type=kotlin.Array<out kotlin.reflect.KClass<out kotlin.Annotation>> varargElementType=kotlin.reflect.KClass<out kotlin.Annotation>
      CLASS_REFERENCE 'CLASS ANNOTATION_CLASS name:IrTestAnnotation modality:FINAL visibility:public superTypes:[kotlin.Annotation]' type=kotlin.reflect.KClass<org.jetbrains.reflekt.test.ir.IrTestAnnotation>

logging: reflekt: [IR] GENERATE CALL:
CALL 'public final fun listOf <T> (vararg elements: T of kotlin.collections.CollectionsKt.listOf): kotlin.collections.List<T of kotlin.collections.CollectionsKt.listOf> declared in kotlin.collections.CollectionsKt' type=kotlin.collections.List<kotlin.Function3<@[ParameterName(name = 'a')] kotlin.Int, @[ParameterName(name = 'b')] kotlin.Float?, @[ParameterName(name = 'c')] kotlin.collections.Set<kotlin.Boolean>, kotlin.collections.List<kotlin.String>>> origin=null
  <T>: kotlin.Function3<@[ParameterName(name = 'a')] kotlin.Int, @[ParameterName(name = 'b')] kotlin.Float?, @[ParameterName(name = 'c')] kotlin.collections.Set<kotlin.Boolean>, kotlin.collections.List<kotlin.String>>
  elements: VARARG type=kotlin.Array<out kotlin.Function3<@[ParameterName(name = 'a')] kotlin.Int, @[ParameterName(name = 'b')] kotlin.Float?, @[ParameterName(name = 'c')] kotlin.collections.Set<kotlin.Boolean>, kotlin.collections.List<kotlin.String>>> varargElementType=kotlin.Function3<@[ParameterName(name = 'a')] kotlin.Int, @[ParameterName(name = 'b')] kotlin.Float?, @[ParameterName(name = 'c')] kotlin.collections.Set<kotlin.Boolean>, kotlin.collections.List<kotlin.String>>
    FUNCTION_REFERENCE 'public final fun fun4 (a: kotlin.Int, b: kotlin.Float?, c: kotlin.collections.Set<kotlin.Boolean>): kotlin.collections.List<kotlin.String> declared in org.jetbrains.reflekt.test.ir' type=kotlin.reflect.KFunction3<@[ParameterName(name = 'a')] kotlin.Int, @[ParameterName(name = 'b')] kotlin.Float?, @[ParameterName(name = 'c')] kotlin.collections.Set<kotlin.Boolean>, kotlin.collections.List<kotlin.String>> origin=null reflectionTarget=<same>

output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/IrTestAnnotation.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Annotations.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/CInterface.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Classes.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/C1.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Classes.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/C2.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Classes.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/C3.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Classes.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/C3$C5.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Classes.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/FunctionTestClass.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Functions.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/FunctionTestClass$Companion.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Functions.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/FunctionTestObject.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Functions.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/FunctionsKt.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Functions.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/OInterface.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Objects.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/O1.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Objects.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/O1$O2.class
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Objects.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/MainKt.class
Sources:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/sources/Main.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/org/jetbrains/reflekt/test/ir/MainKt$getResult$1.class
Sources:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/sources/Main.kt
output: output:
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/classes/META-INF/main.kotlin_module
Sources:
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Classes.kt
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Annotations.kt
/var/folders/lg/bjjqkp4x509byv3qkgc1_plh0000kt/T/Kotlin-Compilation12892204978284758669/sources/Main.kt
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Functions.kt
/Users/Anastasiia.Birillo/IdeaProjects/reflekt/reflekt-plugin/build/resources/test/org/jetbrains/reflekt/plugin/ir/commonTestFiles/test/Objects.kt
